"flatBoolConstraints","Average stack size (kbytes)","peakMem","boolVariables","method","backjumps","flatBoolVars","floatVariables","flatSetVars","Maximum resident set size (kbytes)","setVariables","evaluatedHalfReifiedConstraints","flatFloatConstraints","intVariables","File system inputs","failures","Elapsed (wall clock) time (h:mm:ss or m:ss)","problem","flatFloatVars","Signals delivered","File system outputs","evaluatedReifiedConstraints","nodes","compileTime","Average unshared data size (kbytes)","Major (requiring I/O) page faults","Involuntary context switches","propagators","Exit status","Swaps","Average total size (kbytes)","restarts","User time (seconds)","peakDepth","nogoods","Average shared text size (kbytes)","Minor (reclaiming a frame) page faults","Socket messages received","iteration","flatIntVars","Average resident set size (kbytes)","Socket messages sent","status","initTime","data_file","System time (seconds)","paths","flatTime","flatIntConstraints","eliminatedLinearConstraints","Voluntary context switches","variables","solveTime","propagations","Page size (bytes)","model","Percent of CPU this job got","Command being timed","flatSetConstraints","eliminatedImplications"
"","0","","","minimize","","5143","","","25008","","","","","0","","0:00.13","rcpsp-wet","","0","2912","3359","","0:00:00.040932","0","0","9","","0","0","0","","0.09","","","0","5122","0","6","5279","0","0","","","rcpsp-wet/j30_1_3-wet.dzn","0.03","","0:00:00.018307","10723","","51","","","","4096","rcpsp-wet/rcpsp-wet.mzn","94%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn rcpsp-wet/j30_1_3-wet.dzn""","",""
"","0","","","minimize","","5143","","","24924","","","","","0","","0:00.13","rcpsp-wet","","0","2912","3359","","0:00:00.040932","0","0","8","","0","0","0","","0.10","","","0","5121","0","7","5279","0","0","","","rcpsp-wet/j30_1_3-wet.dzn","0.02","","0:00:00.018362","10723","","59","","","","4096","rcpsp-wet/rcpsp-wet.mzn","94%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn rcpsp-wet/j30_1_3-wet.dzn""","",""
"","0","","","minimize","","5143","","","24972","","","","","0","","0:00.13","rcpsp-wet","","0","2912","3359","","0:00:00.040932","0","0","8","","0","0","0","","0.08","","","0","5121","0","8","5279","0","0","","","rcpsp-wet/j30_1_3-wet.dzn","0.04","","0:00:00.018416","10723","","63","","","","4096","rcpsp-wet/rcpsp-wet.mzn","94%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn rcpsp-wet/j30_1_3-wet.dzn""","",""
"","0","","","minimize","","5143","","","25012","","","","","0","","0:00.14","rcpsp-wet","","0","2912","3359","","0:00:00.040932","0","0","8","","0","0","0","","0.09","","","0","5123","0","9","5279","0","0","","","rcpsp-wet/j30_1_3-wet.dzn","0.03","","0:00:00.018453","10723","","51","","","","4096","rcpsp-wet/rcpsp-wet.mzn","95%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn rcpsp-wet/j30_1_3-wet.dzn""","",""
"","0","","","minimize","","5143","","","25012","","","","","0","","0:00.14","rcpsp-wet","","0","2912","3359","","0:00:00.040932","0","0","8","","0","0","0","","0.11","","","0","5121","0","10","5279","0","0","","","rcpsp-wet/j30_1_3-wet.dzn","0.02","","0:00:00.018468","10723","","51","","","","4096","rcpsp-wet/rcpsp-wet.mzn","95%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn rcpsp-wet/j30_1_3-wet.dzn""","",""
"","0","","","minimize","","39667","","","134896","","","","","16","","0:01.16","rcpsp-wet","","0","22976","16020","","0:00:00.040932","0","0","13","","0","0","0","","0.87","","","0","33916","0","1","40057","0","0","","","rcpsp-wet/j90_10_10-wet.dzn","0.26","","0:00:00.220584","80166","","245","","","","4096","rcpsp-wet/rcpsp-wet.mzn","98%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn rcpsp-wet/j90_10_10-wet.dzn""","",""
"","0","","","minimize","","39667","","","134824","","","","","0","","0:01.17","rcpsp-wet","","0","22976","16020","","0:00:00.040932","0","0","15","","0","0","0","","0.89","","","0","33914","0","2","40057","0","0","","","rcpsp-wet/j90_10_10-wet.dzn","0.25","","0:00:00.221618","80166","","266","","","","4096","rcpsp-wet/rcpsp-wet.mzn","97%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn rcpsp-wet/j90_10_10-wet.dzn""","",""
"","0","","","minimize","","39667","","","134860","","","","","0","","0:01.17","rcpsp-wet","","0","22976","16020","","0:00:00.040932","0","0","13","","0","0","0","","0.87","","","0","33916","0","3","40057","0","0","","","rcpsp-wet/j90_10_10-wet.dzn","0.27","","0:00:00.222540","80166","","225","","","","4096","rcpsp-wet/rcpsp-wet.mzn","97%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn rcpsp-wet/j90_10_10-wet.dzn""","",""
"","0","","","minimize","","39667","","","134788","","","","","0","","0:01.17","rcpsp-wet","","0","22976","16020","","0:00:00.040932","0","0","10","","0","0","0","","0.92","","","0","33917","0","4","40057","0","0","","","rcpsp-wet/j90_10_10-wet.dzn","0.22","","0:00:00.222815","80166","","220","","","","4096","rcpsp-wet/rcpsp-wet.mzn","98%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn rcpsp-wet/j90_10_10-wet.dzn""","",""
"","0","","","minimize","","39667","","","134980","","","","","0","","0:01.17","rcpsp-wet","","0","22976","16020","","0:00:00.040932","0","0","12","","0","0","0","","0.88","","","0","33916","0","5","40057","0","0","","","rcpsp-wet/j90_10_10-wet.dzn","0.26","","0:00:00.220622","80166","","216","","","","4096","rcpsp-wet/rcpsp-wet.mzn","97%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn rcpsp-wet/j90_10_10-wet.dzn""","",""
"","0","","","minimize","","39667","","","134856","","","","","0","","0:01.19","rcpsp-wet","","0","22976","16020","","0:00:00.040932","0","0","14","","0","0","0","","0.88","","","0","33918","0","6","40057","0","0","","","rcpsp-wet/j90_10_10-wet.dzn","0.27","","0:00:00.221136","80166","","187","","","","4096","rcpsp-wet/rcpsp-wet.mzn","97%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn rcpsp-wet/j90_10_10-wet.dzn""","",""
"","0","","","minimize","","39667","","","134828","","","","","0","","0:01.17","rcpsp-wet","","0","22976","16020","","0:00:00.040932","0","0","16","","0","0","0","","0.93","","","0","33914","0","7","40057","0","0","","","rcpsp-wet/j90_10_10-wet.dzn","0.21","","0:00:00.221052","80166","","251","","","","4096","rcpsp-wet/rcpsp-wet.mzn","97%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn rcpsp-wet/j90_10_10-wet.dzn""","",""
"","0","","","minimize","","39667","","","134808","","","","","0","","0:01.17","rcpsp-wet","","0","22976","16020","","0:00:00.040932","0","0","13","","0","0","0","","0.89","","","0","33914","0","8","40057","0","0","","","rcpsp-wet/j90_10_10-wet.dzn","0.25","","0:00:00.221151","80166","","207","","","","4096","rcpsp-wet/rcpsp-wet.mzn","97%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn rcpsp-wet/j90_10_10-wet.dzn""","",""
"","0","","","minimize","","39667","","","134868","","","","","0","","0:01.17","rcpsp-wet","","0","22976","16020","","0:00:00.040932","0","0","13","","0","0","0","","0.89","","","0","33917","0","9","40057","0","0","","","rcpsp-wet/j90_10_10-wet.dzn","0.24","","0:00:00.221433","80166","","190","","","","4096","rcpsp-wet/rcpsp-wet.mzn","97%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn rcpsp-wet/j90_10_10-wet.dzn""","",""
"","0","","","minimize","","39667","","","134796","","","","","0","","0:01.19","rcpsp-wet","","0","22976","16020","","0:00:00.040932","0","0","13","","0","0","0","","0.90","","","0","33916","0","10","40057","0","0","","","rcpsp-wet/j90_10_10-wet.dzn","0.25","","0:00:00.221445","80166","","256","","","","4096","rcpsp-wet/rcpsp-wet.mzn","97%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn rcpsp-wet/j90_10_10-wet.dzn""","",""
"","0","","","maximize","","","","","10660","","","","","48","","0:00.03","multi-knapsack","","0","112","","","0:00:00.024994","0","0","6","","0","0","0","","0.02","","","0","1360","0","1","91","0","0","","","multi-knapsack/mknap2-2.dzn","0.00","","0:00:00.006505","32","","34","","","","4096","multi-knapsack/mknapsack_global.mzn","79%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn multi-knapsack/mknap2-2.dzn""","",""
"","0","","","maximize","","","","","10528","","","","","0","","0:00.02","multi-knapsack","","0","112","","","0:00:00.024994","0","0","6","","0","0","0","","0.02","","","0","1359","0","2","91","0","0","","","multi-knapsack/mknap2-2.dzn","0.00","","0:00:00.006319","32","","31","","","","4096","multi-knapsack/mknapsack_global.mzn","89%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn multi-knapsack/mknap2-2.dzn""","",""
"","0","","","maximize","","","","","10476","","","","","0","","0:00.02","multi-knapsack","","0","112","","","0:00:00.024994","0","0","6","","0","0","0","","0.02","","","0","1357","0","3","91","0","0","","","multi-knapsack/mknap2-2.dzn","0.00","","0:00:00.006298","32","","30","","","","4096","multi-knapsack/mknapsack_global.mzn","89%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn multi-knapsack/mknap2-2.dzn""","",""
"","0","","","maximize","","","","","10588","","","","","0","","0:00.02","multi-knapsack","","0","112","","","0:00:00.024994","0","0","6","","0","0","0","","0.02","","","0","1357","0","4","91","0","0","","","multi-knapsack/mknap2-2.dzn","0.00","","0:00:00.006315","32","","29","","","","4096","multi-knapsack/mknapsack_global.mzn","89%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn multi-knapsack/mknap2-2.dzn""","",""
"","0","","","maximize","","","","","10416","","","","","0","","0:00.02","multi-knapsack","","0","112","","","0:00:00.024994","0","0","7","","0","0","0","","0.02","","","0","1355","0","5","91","0","0","","","multi-knapsack/mknap2-2.dzn","0.00","","0:00:00.006294","32","","30","","","","4096","multi-knapsack/mknapsack_global.mzn","89%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn multi-knapsack/mknap2-2.dzn""","",""
"","0","","","maximize","","","","","10724","","","","","0","","0:00.02","multi-knapsack","","0","112","","","0:00:00.024994","0","0","6","","0","0","0","","0.02","","","0","1361","0","6","91","0","0","","","multi-knapsack/mknap2-2.dzn","0.00","","0:00:00.006287","32","","29","","","","4096","multi-knapsack/mknapsack_global.mzn","89%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn multi-knapsack/mknap2-2.dzn""","",""
"","0","","","maximize","","","","","10524","","","","","0","","0:00.02","multi-knapsack","","0","112","","","0:00:00.024994","0","0","6","","0","0","0","","0.02","","","0","1360","0","7","91","0","0","","","multi-knapsack/mknap2-2.dzn","0.00","","0:00:00.006305","32","","29","","","","4096","multi-knapsack/mknapsack_global.mzn","89%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn multi-knapsack/mknap2-2.dzn""","",""
"","0","","","maximize","","","","","10708","","","","","0","","0:00.02","multi-knapsack","","0","112","","","0:00:00.024994","0","0","7","","0","0","0","","0.02","","","0","1361","0","8","91","0","0","","","multi-knapsack/mknap2-2.dzn","0.00","","0:00:00.006326","32","","29","","","","4096","multi-knapsack/mknapsack_global.mzn","86%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn multi-knapsack/mknap2-2.dzn""","",""
"","0","","","maximize","","","","","10488","","","","","0","","0:00.02","multi-knapsack","","0","112","","","0:00:00.024994","0","0","6","","0","0","0","","0.02","","","0","1357","0","9","91","0","0","","","multi-knapsack/mknap2-2.dzn","0.00","","0:00:00.006349","32","","29","","","","4096","multi-knapsack/mknapsack_global.mzn","89%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn multi-knapsack/mknap2-2.dzn""","",""
"","0","","","maximize","","","","","10412","","","","","0","","0:00.02","multi-knapsack","","0","112","","","0:00:00.024994","0","0","6","","0","0","0","","0.02","","","0","1355","0","10","91","0","0","","","multi-knapsack/mknap2-2.dzn","0.00","","0:00:00.006344","32","","30","","","","4096","multi-knapsack/mknapsack_global.mzn","92%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn multi-knapsack/mknap2-2.dzn""","",""
"","0","","","maximize","","","","","9256","","","","","8","","0:00.02","multi-knapsack","","0","56","","","0:00:00.024994","0","0","6","","0","0","0","","0.02","","","0","1049","0","1","108","0","0","","","multi-knapsack/mknap2-10.dzn","0.00","","0:00:00.001038","4","","31","","","","4096","multi-knapsack/mknapsack_global.mzn","90%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn multi-knapsack/mknap2-10.dzn""","",""
"","0","","","maximize","","","","","9300","","","","","0","","0:00.02","multi-knapsack","","0","56","","","0:00:00.024994","0","0","7","","0","0","0","","0.01","","","0","1052","0","2","108","0","0","","","multi-knapsack/mknap2-10.dzn","0.00","","0:00:00.001001","4","","30","","","","4096","multi-knapsack/mknapsack_global.mzn","86%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn multi-knapsack/mknap2-10.dzn""","",""
"","0","","","maximize","","","","","9360","","","","","0","","0:00.02","multi-knapsack","","0","56","","","0:00:00.024994","0","0","6","","0","0","0","","0.01","","","0","1051","0","3","108","0","0","","","multi-knapsack/mknap2-10.dzn","0.00","","0:00:00.001005","4","","29","","","","4096","multi-knapsack/mknapsack_global.mzn","86%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn multi-knapsack/mknap2-10.dzn""","",""
"","0","","","maximize","","","","","9364","","","","","0","","0:00.02","multi-knapsack","","0","56","","","0:00:00.024994","0","0","6","","0","0","0","","0.01","","","0","1051","0","4","108","0","0","","","multi-knapsack/mknap2-10.dzn","0.00","","0:00:00.001015","4","","29","","","","4096","multi-knapsack/mknapsack_global.mzn","86%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn multi-knapsack/mknap2-10.dzn""","",""
"","0","","","maximize","","","","","9408","","","","","0","","0:00.02","multi-knapsack","","0","56","","","0:00:00.024994","0","0","6","","0","0","0","","0.01","","","0","1052","0","5","108","0","0","","","multi-knapsack/mknap2-10.dzn","0.00","","0:00:00.001010","4","","29","","","","4096","multi-knapsack/mknapsack_global.mzn","86%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn multi-knapsack/mknap2-10.dzn""","",""
"","0","","","maximize","","","","","9464","","","","","0","","0:00.02","multi-knapsack","","0","56","","","0:00:00.024994","0","0","6","","0","0","0","","0.01","","","0","1053","0","6","108","0","0","","","multi-knapsack/mknap2-10.dzn","0.00","","0:00:00.001000","4","","29","","","","4096","multi-knapsack/mknapsack_global.mzn","90%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn multi-knapsack/mknap2-10.dzn""","",""
"","0","","","maximize","","","","","9436","","","","","0","","0:00.02","multi-knapsack","","0","56","","","0:00:00.024994","0","0","6","","0","0","0","","0.01","","","0","1054","0","7","108","0","0","","","multi-knapsack/mknap2-10.dzn","0.00","","0:00:00.001001","4","","29","","","","4096","multi-knapsack/mknapsack_global.mzn","81%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn multi-knapsack/mknap2-10.dzn""","",""
"","0","","","maximize","","","","","9372","","","","","0","","0:00.02","multi-knapsack","","0","56","","","0:00:00.024994","0","0","6","","0","0","0","","0.02","","","0","1053","0","8","108","0","0","","","multi-knapsack/mknap2-10.dzn","0.00","","0:00:00.001005","4","","29","","","","4096","multi-knapsack/mknapsack_global.mzn","90%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn multi-knapsack/mknap2-10.dzn""","",""
"","0","","","maximize","","","","","9424","","","","","0","","0:00.02","multi-knapsack","","0","56","","","0:00:00.024994","0","0","7","","0","0","0","","0.02","","","0","1054","0","9","108","0","0","","","multi-knapsack/mknap2-10.dzn","0.00","","0:00:00.000992","4","","29","","","","4096","multi-knapsack/mknapsack_global.mzn","90%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn multi-knapsack/mknap2-10.dzn""","",""
"","0","","","maximize","","","","","9540","","","","","0","","0:00.02","multi-knapsack","","0","56","","","0:00:00.024994","0","0","6","","0","0","0","","0.01","","","0","1054","0","10","108","0","0","","","multi-knapsack/mknap2-10.dzn","0.01","","0:00:00.000998","4","","29","","","","4096","multi-knapsack/mknapsack_global.mzn","90%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn multi-knapsack/mknap2-10.dzn""","",""
"","0","","","maximize","","","","","9192","","","","","8","","0:00.02","multi-knapsack","","0","32","","","0:00:00.024994","0","0","6","","0","0","0","","0.01","","","0","1023","0","1","45","0","0","","","multi-knapsack/mknap1-5.dzn","0.00","","0:00:00.000768","7","","31","","","","4096","multi-knapsack/mknapsack_global.mzn","81%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn multi-knapsack/mknap1-5.dzn""","",""
"","0","","","maximize","","","","","9376","","","","","0","","0:00.02","multi-knapsack","","0","32","","","0:00:00.024994","0","0","6","","0","0","0","","0.00","","","0","1024","0","2","45","0","0","","","multi-knapsack/mknap1-5.dzn","0.00","","0:00:00.000763","7","","30","","","","4096","multi-knapsack/mknapsack_global.mzn","85%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn multi-knapsack/mknap1-5.dzn""","",""
"","0","","","maximize","","","","","9244","","","","","0","","0:00.02","multi-knapsack","","0","32","","","0:00:00.024994","0","0","6","","0","0","0","","0.01","","","0","1020","0","3","45","0","0","","","multi-knapsack/mknap1-5.dzn","0.00","","0:00:00.000762","7","","29","","","","4096","multi-knapsack/mknapsack_global.mzn","85%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn multi-knapsack/mknap1-5.dzn""","",""
"","0","","","maximize","","","","","9308","","","","","0","","0:00.02","multi-knapsack","","0","32","","","0:00:00.024994","0","0","6","","0","0","0","","0.01","","","0","1025","0","4","45","0","0","","","multi-knapsack/mknap1-5.dzn","0.00","","0:00:00.000756","7","","29","","","","4096","multi-knapsack/mknapsack_global.mzn","90%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn multi-knapsack/mknap1-5.dzn""","",""
"","0","","","maximize","","","","","9184","","","","","0","","0:00.02","multi-knapsack","","0","32","","","0:00:00.024994","0","0","6","","0","0","0","","0.01","","","0","1022","0","5","45","0","0","","","multi-knapsack/mknap1-5.dzn","0.00","","0:00:00.000764","7","","29","","","","4096","multi-knapsack/mknapsack_global.mzn","85%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn multi-knapsack/mknap1-5.dzn""","",""
"","0","","","maximize","","","","","9240","","","","","0","","0:00.02","multi-knapsack","","0","32","","","0:00:00.024994","0","0","6","","0","0","0","","0.01","","","0","1021","0","6","45","0","0","","","multi-knapsack/mknap1-5.dzn","0.00","","0:00:00.000763","7","","29","","","","4096","multi-knapsack/mknapsack_global.mzn","90%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn multi-knapsack/mknap1-5.dzn""","",""
"","0","","","maximize","","","","","9208","","","","","0","","0:00.02","multi-knapsack","","0","32","","","0:00:00.024994","0","0","6","","0","0","0","","0.01","","","0","1022","0","7","45","0","0","","","multi-knapsack/mknap1-5.dzn","0.00","","0:00:00.000761","7","","29","","","","4096","multi-knapsack/mknapsack_global.mzn","90%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn multi-knapsack/mknap1-5.dzn""","",""
"","0","","","maximize","","","","","9308","","","","","0","","0:00.02","multi-knapsack","","0","32","","","0:00:00.024994","0","0","6","","0","0","0","","0.01","","","0","1024","0","8","45","0","0","","","multi-knapsack/mknap1-5.dzn","0.00","","0:00:00.000761","7","","29","","","","4096","multi-knapsack/mknapsack_global.mzn","90%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn multi-knapsack/mknap1-5.dzn""","",""
"","0","","","maximize","","","","","9316","","","","","0","","0:00.02","multi-knapsack","","0","32","","","0:00:00.024994","0","0","6","","0","0","0","","0.01","","","0","1024","0","9","45","0","0","","","multi-knapsack/mknap1-5.dzn","0.00","","0:00:00.000764","7","","29","","","","4096","multi-knapsack/mknapsack_global.mzn","85%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn multi-knapsack/mknap1-5.dzn""","",""
"","0","","","maximize","","","","","9304","","","","","0","","0:00.02","multi-knapsack","","0","32","","","0:00:00.024994","0","0","6","","0","0","0","","0.01","","","0","1023","0","10","45","0","0","","","multi-knapsack/mknap1-5.dzn","0.00","","0:00:00.000799","7","","29","","","","4096","multi-knapsack/mknapsack_global.mzn","85%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn multi-knapsack/mknap1-5.dzn""","",""
"","0","","","maximize","","","","","10540","","","","","24","","0:00.02","multi-knapsack","","0","112","","","0:00:00.024994","0","0","6","","0","0","0","","0.02","","","0","1357","0","1","91","0","0","","","multi-knapsack/mknap2-1.dzn","0.00","","0:00:00.006317","32","","32","","","","4096","multi-knapsack/mknapsack_global.mzn","89%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn multi-knapsack/mknap2-1.dzn""","",""
"","0","","","maximize","","","","","10660","","","","","0","","0:00.02","multi-knapsack","","0","112","","","0:00:00.024994","0","0","6","","0","0","0","","0.01","","","0","1361","0","2","91","0","0","","","multi-knapsack/mknap2-1.dzn","0.00","","0:00:00.006292","32","","31","","","","4096","multi-knapsack/mknapsack_global.mzn","86%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn multi-knapsack/mknap2-1.dzn""","",""
"","0","","","maximize","","","","","10704","","","","","0","","0:00.02","multi-knapsack","","0","112","","","0:00:00.024994","0","0","6","","0","0","0","","0.01","","","0","1361","0","3","91","0","0","","","multi-knapsack/mknap2-1.dzn","0.00","","0:00:00.006267","32","","29","","","","4096","multi-knapsack/mknapsack_global.mzn","89%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn multi-knapsack/mknap2-1.dzn""","",""
"","0","","","maximize","","","","","10568","","","","","0","","0:00.02","multi-knapsack","","0","112","","","0:00:00.024994","0","0","6","","0","0","0","","0.02","","","0","1359","0","4","91","0","0","","","multi-knapsack/mknap2-1.dzn","0.00","","0:00:00.006306","32","","29","","","","4096","multi-knapsack/mknapsack_global.mzn","92%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn multi-knapsack/mknap2-1.dzn""","",""
"","0","","","maximize","","","","","10604","","","","","0","","0:00.02","multi-knapsack","","0","112","","","0:00:00.024994","0","0","6","","0","0","0","","0.01","","","0","1360","0","5","91","0","0","","","multi-knapsack/mknap2-1.dzn","0.01","","0:00:00.006297","32","","29","","","","4096","multi-knapsack/mknapsack_global.mzn","92%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn multi-knapsack/mknap2-1.dzn""","",""
"","0","","","maximize","","","","","10548","","","","","0","","0:00.02","multi-knapsack","","0","112","","","0:00:00.024994","0","0","6","","0","0","0","","0.02","","","0","1358","0","6","91","0","0","","","multi-knapsack/mknap2-1.dzn","0.00","","0:00:00.006276","32","","30","","","","4096","multi-knapsack/mknapsack_global.mzn","89%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn multi-knapsack/mknap2-1.dzn""","",""
"","0","","","maximize","","","","","10600","","","","","0","","0:00.02","multi-knapsack","","0","112","","","0:00:00.024994","0","0","6","","0","0","0","","0.01","","","0","1360","0","7","91","0","0","","","multi-knapsack/mknap2-1.dzn","0.00","","0:00:00.006307","32","","29","","","","4096","multi-knapsack/mknapsack_global.mzn","89%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn multi-knapsack/mknap2-1.dzn""","",""
"","0","","","maximize","","","","","10460","","","","","0","","0:00.02","multi-knapsack","","0","112","","","0:00:00.024994","0","0","6","","0","0","0","","0.02","","","0","1357","0","8","91","0","0","","","multi-knapsack/mknap2-1.dzn","0.00","","0:00:00.006297","32","","30","","","","4096","multi-knapsack/mknapsack_global.mzn","89%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn multi-knapsack/mknap2-1.dzn""","",""
"","0","","","maximize","","","","","10724","","","","","0","","0:00.02","multi-knapsack","","0","112","","","0:00:00.024994","0","0","6","","0","0","0","","0.02","","","0","1362","0","9","91","0","0","","","multi-knapsack/mknap2-1.dzn","0.00","","0:00:00.006316","32","","29","","","","4096","multi-knapsack/mknapsack_global.mzn","89%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn multi-knapsack/mknap2-1.dzn""","",""
"","0","","","maximize","","","","","10484","","","","","0","","0:00.02","multi-knapsack","","0","112","","","0:00:00.024994","0","0","7","","0","0","0","","0.01","","","0","1357","0","10","91","0","0","","","multi-knapsack/mknap2-1.dzn","0.00","","0:00:00.006280","32","","30","","","","4096","multi-knapsack/mknapsack_global.mzn","89%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn multi-knapsack/mknap2-1.dzn""","",""
"","0","","","maximize","","","","","9592","","","","","8","","0:00.02","multi-knapsack","","0","56","","","0:00:00.024994","0","0","6","","0","0","0","","0.02","","","0","1095","0","1","96","0","0","","","multi-knapsack/mknap2-40.dzn","0.00","","0:00:00.001738","7","","31","","","","4096","multi-knapsack/mknapsack_global.mzn","83%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn multi-knapsack/mknap2-40.dzn""","",""
"","0","","","maximize","","","","","9552","","","","","0","","0:00.02","multi-knapsack","","0","56","","","0:00:00.024994","0","0","6","","0","0","0","","0.01","","","0","1093","0","2","96","0","0","","","multi-knapsack/mknap2-40.dzn","0.00","","0:00:00.001790","7","","30","","","","4096","multi-knapsack/mknapsack_global.mzn","86%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn multi-knapsack/mknap2-40.dzn""","",""
"","0","","","maximize","","","","","9456","","","","","0","","0:00.02","multi-knapsack","","0","56","","","0:00:00.024994","0","0","6","","0","0","0","","0.02","","","0","1092","0","3","96","0","0","","","multi-knapsack/mknap2-40.dzn","0.00","","0:00:00.001727","7","","29","","","","4096","multi-knapsack/mknapsack_global.mzn","86%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn multi-knapsack/mknap2-40.dzn""","",""
"","0","","","maximize","","","","","9576","","","","","0","","0:00.02","multi-knapsack","","0","56","","","0:00:00.024994","0","0","7","","0","0","0","","0.01","","","0","1091","0","4","96","0","0","","","multi-knapsack/mknap2-40.dzn","0.00","","0:00:00.001787","7","","29","","","","4096","multi-knapsack/mknapsack_global.mzn","86%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn multi-knapsack/mknap2-40.dzn""","",""
"","0","","","maximize","","","","","9460","","","","","0","","0:00.02","multi-knapsack","","0","56","","","0:00:00.024994","0","0","6","","0","0","0","","0.02","","","0","1092","0","5","96","0","0","","","multi-knapsack/mknap2-40.dzn","0.00","","0:00:00.001736","7","","29","","","","4096","multi-knapsack/mknapsack_global.mzn","86%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn multi-knapsack/mknap2-40.dzn""","",""
"","0","","","maximize","","","","","9524","","","","","0","","0:00.02","multi-knapsack","","0","56","","","0:00:00.024994","0","0","6","","0","0","0","","0.01","","","0","1090","0","6","96","0","0","","","multi-knapsack/mknap2-40.dzn","0.00","","0:00:00.001756","7","","29","","","","4096","multi-knapsack/mknapsack_global.mzn","86%","""../build/mznasm --solver org.minizinc.mzn-fzn -c -s _temp.uzn multi-knapsack/mknap2-40.dzn""","",""
