"Voluntary context switches","Socket messages received","nogoods","System time (seconds)","Average total size (kbytes)","flatFloatVars","eliminatedImplications","flatFloatConstraints","failures","status","Swaps","User time (seconds)","peakDepth","Average shared text size (kbytes)","Socket messages sent","flatBoolConstraints","flatIntVars","flatSetConstraints","propagators","iteration","flatBoolVars","intVariables","Command being timed","boolVariables","Minor (reclaiming a frame) page faults","flatIntConstraints","Signals delivered","data_file","paths","evaluatedHalfReifiedConstraints","Exit status","peakMem","flatSetVars","Major (requiring I/O) page faults","nodes","Page size (bytes)","Elapsed (wall clock) time (h:mm:ss or m:ss)","Maximum resident set size (kbytes)","Percent of CPU this job got","propagations","File system outputs","problem","model","restarts","variables","floatVariables","method","Average resident set size (kbytes)","evaluatedReifiedConstraints","Average stack size (kbytes)","setVariables","solveTime","eliminatedLinearConstraints","Involuntary context switches","File system inputs","initTime","backjumps","flatTime","Average unshared data size (kbytes)"
"152","0","","0.04","0","","","","","","0","0.22","","0","0","2701","306","","","6","4457","","""minizinc --solver org.minizinc.mzn-fzn -c -s zephyrus/zephyrus.mzn zephyrus/14__10__8__3.dzn""","","5407","3039","0","zephyrus/14__10__8__3.dzn","0","","0","","","0","","4096","0:00.27","29264","97%","","1992","zephyrus","zephyrus/zephyrus.mzn","","","","minimize","0","2634","0","","","","12","0","","","0:00:00.213016","0"
"151","0","","0.03","0","","","","","","0","0.23","","0","0","2701","306","","","7","4457","","""minizinc --solver org.minizinc.mzn-fzn -c -s zephyrus/zephyrus.mzn zephyrus/14__10__8__3.dzn""","","5407","3039","0","zephyrus/14__10__8__3.dzn","0","","0","","","0","","4096","0:00.27","29128","97%","","1992","zephyrus","zephyrus/zephyrus.mzn","","","","minimize","0","2634","0","","","","16","0","","","0:00:00.216609","0"
"151","0","","0.04","0","","","","","","0","0.22","","0","0","2701","306","","","8","4457","","""minizinc --solver org.minizinc.mzn-fzn -c -s zephyrus/zephyrus.mzn zephyrus/14__10__8__3.dzn""","","5405","3039","0","zephyrus/14__10__8__3.dzn","0","","0","","","0","","4096","0:00.27","29136","97%","","1992","zephyrus","zephyrus/zephyrus.mzn","","","","minimize","0","2634","0","","","","15","0","","","0:00:00.213574","0"
"154","0","","0.02","0","","","","","","0","0.24","","0","0","2701","306","","","9","4457","","""minizinc --solver org.minizinc.mzn-fzn -c -s zephyrus/zephyrus.mzn zephyrus/14__10__8__3.dzn""","","5406","3039","0","zephyrus/14__10__8__3.dzn","0","","0","","","0","","4096","0:00.27","29288","97%","","1992","zephyrus","zephyrus/zephyrus.mzn","","","","minimize","0","2634","0","","","","15","0","","","0:00:00.213468","0"
"154","0","","0.03","0","","","","","","0","0.23","","0","0","2701","306","","","10","4457","","""minizinc --solver org.minizinc.mzn-fzn -c -s zephyrus/zephyrus.mzn zephyrus/14__10__8__3.dzn""","","5406","3039","0","zephyrus/14__10__8__3.dzn","0","","0","","","0","","4096","0:00.26","29212","97%","","1992","zephyrus","zephyrus/zephyrus.mzn","","","","minimize","0","2634","0","","","","12","0","","","0:00:00.212545","0"
"116","0","","0.01","0","","","","","","0","0.03","","0","0","22","43","","","1","146","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/ts225_5.dzn""","","1630","206","0","depot-placement/ts225_5.dzn","0","","0","","","0","","4096","0:00.06","15840","80%","","88","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","146","0","","","","11","32","","","0:00:00.049179","0"
"108","0","","0.00","0","","","","","","0","0.04","","0","0","22","43","","","2","146","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/ts225_5.dzn""","","1626","206","0","depot-placement/ts225_5.dzn","0","","0","","","0","","4096","0:00.05","15688","92%","","88","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","146","0","","","","11","0","","","0:00:00.039567","0"
"105","0","","0.01","0","","","","","","0","0.03","","0","0","22","43","","","3","146","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/ts225_5.dzn""","","1627","206","0","depot-placement/ts225_5.dzn","0","","0","","","0","","4096","0:00.05","15852","92%","","88","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","146","0","","","","12","0","","","0:00:00.038842","0"
"105","0","","0.00","0","","","","","","0","0.04","","0","0","22","43","","","4","146","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/ts225_5.dzn""","","1625","206","0","depot-placement/ts225_5.dzn","0","","0","","","0","","4096","0:00.05","15804","94%","","88","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","146","0","","","","12","0","","","0:00:00.038806","0"
"105","0","","0.01","0","","","","","","0","0.03","","0","0","22","43","","","5","146","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/ts225_5.dzn""","","1628","206","0","depot-placement/ts225_5.dzn","0","","0","","","0","","4096","0:00.05","15704","94%","","88","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","146","0","","","","14","0","","","0:00:00.038554","0"
"105","0","","0.02","0","","","","","","0","0.02","","0","0","22","43","","","6","146","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/ts225_5.dzn""","","1629","206","0","depot-placement/ts225_5.dzn","0","","0","","","0","","4096","0:00.05","15844","92%","","88","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","146","0","","","","12","0","","","0:00:00.038293","0"
"106","0","","0.01","0","","","","","","0","0.03","","0","0","22","43","","","7","146","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/ts225_5.dzn""","","1624","206","0","depot-placement/ts225_5.dzn","0","","0","","","0","","4096","0:00.05","15704","94%","","88","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","146","0","","","","12","0","","","0:00:00.038974","0"
"105","0","","0.00","0","","","","","","0","0.04","","0","0","22","43","","","8","146","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/ts225_5.dzn""","","1628","206","0","depot-placement/ts225_5.dzn","0","","0","","","0","","4096","0:00.05","15856","92%","","88","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","146","0","","","","12","0","","","0:00:00.038531","0"
"105","0","","0.00","0","","","","","","0","0.04","","0","0","22","43","","","9","146","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/ts225_5.dzn""","","1632","206","0","depot-placement/ts225_5.dzn","0","","0","","","0","","4096","0:00.05","15848","94%","","88","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","146","0","","","","12","0","","","0:00:00.038605","0"
"106","0","","0.01","0","","","","","","0","0.03","","0","0","22","43","","","10","146","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/ts225_5.dzn""","","1628","206","0","depot-placement/ts225_5.dzn","0","","0","","","0","","4096","0:00.05","15888","94%","","88","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","146","0","","","","12","0","","","0:00:00.038623","0"
"107","0","","0.00","0","","","","","","0","0.04","","0","0","18","37","","","1","102","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/u159_4.dzn""","","1581","148","0","depot-placement/u159_4.dzn","0","","0","","","0","","4096","0:00.06","15668","71%","","64","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","102","0","","","","11","8","","","0:00:00.054221","0"
"106","0","","0.02","0","","","","","","0","0.02","","0","0","18","37","","","2","102","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/u159_4.dzn""","","1582","148","0","depot-placement/u159_4.dzn","0","","0","","","0","","4096","0:00.05","15716","94%","","64","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","102","0","","","","12","0","","","0:00:00.038047","0"
"105","0","","0.01","0","","","","","","0","0.03","","0","0","18","37","","","3","102","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/u159_4.dzn""","","1583","148","0","depot-placement/u159_4.dzn","0","","0","","","0","","4096","0:00.05","15672","92%","","64","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","102","0","","","","12","0","","","0:00:00.037790","0"
"105","0","","0.00","0","","","","","","0","0.04","","0","0","18","37","","","4","102","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/u159_4.dzn""","","1649","148","0","depot-placement/u159_4.dzn","0","","0","","","0","","4096","0:00.05","15716","94%","","64","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","102","0","","","","12","0","","","0:00:00.037740","0"
"105","0","","0.00","0","","","","","","0","0.03","","0","0","18","37","","","5","102","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/u159_4.dzn""","","1579","148","0","depot-placement/u159_4.dzn","0","","0","","","0","","4096","0:00.05","15660","92%","","64","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","102","0","","","","12","0","","","0:00:00.037514","0"
"104","0","","0.02","0","","","","","","0","0.02","","0","0","18","37","","","6","102","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/u159_4.dzn""","","1582","148","0","depot-placement/u159_4.dzn","0","","0","","","0","","4096","0:00.05","15656","94%","","64","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","102","0","","","","14","0","","","0:00:00.037565","0"
"105","0","","0.02","0","","","","","","0","0.02","","0","0","18","37","","","7","102","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/u159_4.dzn""","","1583","148","0","depot-placement/u159_4.dzn","0","","0","","","0","","4096","0:00.05","15792","92%","","64","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","102","0","","","","11","0","","","0:00:00.038079","0"
"105","0","","0.02","0","","","","","","0","0.02","","0","0","18","37","","","8","102","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/u159_4.dzn""","","1578","148","0","depot-placement/u159_4.dzn","0","","0","","","0","","4096","0:00.05","15500","92%","","64","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","102","0","","","","12","0","","","0:00:00.038155","0"
"105","0","","0.01","0","","","","","","0","0.03","","0","0","18","37","","","9","102","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/u159_4.dzn""","","1579","148","0","depot-placement/u159_4.dzn","0","","0","","","0","","4096","0:00.05","15556","94%","","64","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","102","0","","","","13","0","","","0:00:00.037865","0"
"105","0","","0.00","0","","","","","","0","0.04","","0","0","18","37","","","10","102","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/u159_4.dzn""","","1580","148","0","depot-placement/u159_4.dzn","0","","0","","","0","","4096","0:00.05","15584","94%","","64","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","102","0","","","","13","0","","","0:00:00.037874","0"
"108","0","","0.00","0","","","","","","0","0.04","","0","0","22","43","","","1","146","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/att48_5.dzn""","","1628","206","0","depot-placement/att48_5.dzn","0","","0","","","0","","4096","0:00.06","15824","72%","","88","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","146","0","","","","11","8","","","0:00:00.055048","0"
"106","0","","0.02","0","","","","","","0","0.02","","0","0","22","43","","","2","146","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/att48_5.dzn""","","1628","206","0","depot-placement/att48_5.dzn","0","","0","","","0","","4096","0:00.05","15892","94%","","88","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","146","0","","","","13","0","","","0:00:00.039305","0"
"105","0","","0.01","0","","","","","","0","0.03","","0","0","22","43","","","3","146","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/att48_5.dzn""","","1631","206","0","depot-placement/att48_5.dzn","0","","0","","","0","","4096","0:00.05","15880","92%","","88","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","146","0","","","","12","0","","","0:00:00.039419","0"
"105","0","","0.01","0","","","","","","0","0.03","","0","0","22","43","","","4","146","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/att48_5.dzn""","","1631","206","0","depot-placement/att48_5.dzn","0","","0","","","0","","4096","0:00.05","15840","92%","","88","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","146","0","","","","12","0","","","0:00:00.039564","0"
"105","0","","0.01","0","","","","","","0","0.03","","0","0","22","43","","","5","146","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/att48_5.dzn""","","1629","206","0","depot-placement/att48_5.dzn","0","","0","","","0","","4096","0:00.05","15836","92%","","88","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","146","0","","","","11","0","","","0:00:00.039565","0"
"105","0","","0.01","0","","","","","","0","0.03","","0","0","22","43","","","6","146","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/att48_5.dzn""","","1630","206","0","depot-placement/att48_5.dzn","0","","0","","","0","","4096","0:00.05","15724","94%","","88","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","146","0","","","","12","0","","","0:00:00.039187","0"
"105","0","","0.01","0","","","","","","0","0.03","","0","0","22","43","","","7","146","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/att48_5.dzn""","","1631","206","0","depot-placement/att48_5.dzn","0","","0","","","0","","4096","0:00.05","15824","92%","","88","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","146","0","","","","11","0","","","0:00:00.039020","0"
"105","0","","0.01","0","","","","","","0","0.03","","0","0","22","43","","","8","146","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/att48_5.dzn""","","1631","206","0","depot-placement/att48_5.dzn","0","","0","","","0","","4096","0:00.05","15952","92%","","88","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","146","0","","","","12","0","","","0:00:00.038880","0"
"105","0","","0.00","0","","","","","","0","0.04","","0","0","22","43","","","9","146","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/att48_5.dzn""","","1633","206","0","depot-placement/att48_5.dzn","0","","0","","","0","","4096","0:00.05","15952","92%","","88","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","146","0","","","","11","0","","","0:00:00.039015","0"
"105","0","","0.01","0","","","","","","0","0.03","","0","0","22","43","","","10","146","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/att48_5.dzn""","","1626","206","0","depot-placement/att48_5.dzn","0","","0","","","0","","4096","0:00.05","15728","92%","","88","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","146","0","","","","11","0","","","0:00:00.039015","0"
"108","0","","0.02","0","","","","","","0","0.02","","0","0","26","49","","","1","198","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/att48_6.dzn""","","1665","274","0","depot-placement/att48_6.dzn","0","","0","","","0","","4096","0:00.05","16008","91%","","112","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","198","0","","","","12","8","","","0:00:00.042398","0"
"107","0","","0.01","0","","","","","","0","0.03","","0","0","26","49","","","2","198","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/att48_6.dzn""","","1667","274","0","depot-placement/att48_6.dzn","0","","0","","","0","","4096","0:00.05","15916","94%","","112","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","198","0","","","","11","0","","","0:00:00.040831","0"
"106","0","","0.01","0","","","","","","0","0.03","","0","0","26","49","","","3","198","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/att48_6.dzn""","","1663","274","0","depot-placement/att48_6.dzn","0","","0","","","0","","4096","0:00.05","15972","92%","","112","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","198","0","","","","13","0","","","0:00:00.040241","0"
"106","0","","0.00","0","","","","","","0","0.04","","0","0","26","49","","","4","198","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/att48_6.dzn""","","1665","274","0","depot-placement/att48_6.dzn","0","","0","","","0","","4096","0:00.05","15912","94%","","112","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","198","0","","","","11","0","","","0:00:00.040311","0"
"106","0","","0.00","0","","","","","","0","0.04","","0","0","26","49","","","5","198","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/att48_6.dzn""","","1732","274","0","depot-placement/att48_6.dzn","0","","0","","","0","","4096","0:00.05","15904","92%","","112","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","198","0","","","","12","0","","","0:00:00.040489","0"
"105","0","","0.01","0","","","","","","0","0.04","","0","0","26","49","","","6","198","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/att48_6.dzn""","","1665","274","0","depot-placement/att48_6.dzn","0","","0","","","0","","4096","0:00.05","15920","94%","","112","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","198","0","","","","12","0","","","0:00:00.040707","0"
"106","0","","0.00","0","","","","","","0","0.04","","0","0","26","49","","","7","198","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/att48_6.dzn""","","1668","274","0","depot-placement/att48_6.dzn","0","","0","","","0","","4096","0:00.05","16168","96%","","112","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","198","0","","","","12","0","","","0:00:00.040296","0"
"106","0","","0.00","0","","","","","","0","0.04","","0","0","26","49","","","8","198","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/att48_6.dzn""","","1666","274","0","depot-placement/att48_6.dzn","0","","0","","","0","","4096","0:00.05","15888","94%","","112","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","198","0","","","","12","0","","","0:00:00.040881","0"
"105","0","","0.01","0","","","","","","0","0.03","","0","0","26","49","","","9","198","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/att48_6.dzn""","","1665","274","0","depot-placement/att48_6.dzn","0","","0","","","0","","4096","0:00.05","16012","94%","","112","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","198","0","","","","11","0","","","0:00:00.040474","0"
"105","0","","0.00","0","","","","","","0","0.05","","0","0","26","49","","","10","198","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/att48_6.dzn""","","1665","274","0","depot-placement/att48_6.dzn","0","","0","","","0","","4096","0:00.05","15828","96%","","112","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","198","0","","","","11","0","","","0:00:00.040291","0"
"107","0","","0.01","0","","","","","","0","0.03","","0","0","22","43","","","1","146","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/ulysses22_5.dzn""","","1632","206","0","depot-placement/ulysses22_5.dzn","0","","0","","","0","","4096","0:00.05","15796","89%","","88","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","146","0","","","","12","8","","","0:00:00.040793","0"
"107","0","","0.01","0","","","","","","0","0.03","","0","0","22","43","","","2","146","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/ulysses22_5.dzn""","","1629","206","0","depot-placement/ulysses22_5.dzn","0","","0","","","0","","4096","0:00.05","15836","94%","","88","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","146","0","","","","14","0","","","0:00:00.039317","0"
"105","0","","0.01","0","","","","","","0","0.03","","0","0","22","43","","","3","146","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/ulysses22_5.dzn""","","1630","206","0","depot-placement/ulysses22_5.dzn","0","","0","","","0","","4096","0:00.05","15876","94%","","88","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","146","0","","","","12","0","","","0:00:00.038783","0"
"105","0","","0.01","0","","","","","","0","0.03","","0","0","22","43","","","4","146","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/ulysses22_5.dzn""","","1632","206","0","depot-placement/ulysses22_5.dzn","0","","0","","","0","","4096","0:00.05","15960","94%","","88","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","146","0","","","","12","0","","","0:00:00.039152","0"
"105","0","","0.01","0","","","","","","0","0.03","","0","0","22","43","","","5","146","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/ulysses22_5.dzn""","","1628","206","0","depot-placement/ulysses22_5.dzn","0","","0","","","0","","4096","0:00.05","15900","92%","","88","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","146","0","","","","13","0","","","0:00:00.038831","0"
"105","0","","0.00","0","","","","","","0","0.04","","0","0","22","43","","","6","146","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/ulysses22_5.dzn""","","1631","206","0","depot-placement/ulysses22_5.dzn","0","","0","","","0","","4096","0:00.05","15884","94%","","88","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","146","0","","","","11","0","","","0:00:00.038871","0"
"105","0","","0.00","0","","","","","","0","0.04","","0","0","22","43","","","7","146","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/ulysses22_5.dzn""","","1629","206","0","depot-placement/ulysses22_5.dzn","0","","0","","","0","","4096","0:00.05","15832","92%","","88","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","146","0","","","","12","0","","","0:00:00.038510","0"
"105","0","","0.00","0","","","","","","0","0.04","","0","0","22","43","","","8","146","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/ulysses22_5.dzn""","","1626","206","0","depot-placement/ulysses22_5.dzn","0","","0","","","0","","4096","0:00.05","15792","94%","","88","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","146","0","","","","11","0","","","0:00:00.038724","0"
"105","0","","0.01","0","","","","","","0","0.03","","0","0","22","43","","","9","146","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/ulysses22_5.dzn""","","1625","206","0","depot-placement/ulysses22_5.dzn","0","","0","","","0","","4096","0:00.05","15616","92%","","88","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","146","0","","","","14","0","","","0:00:00.038859","0"
"105","0","","0.01","0","","","","","","0","0.03","","0","0","22","43","","","10","146","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/ulysses22_5.dzn""","","1634","206","0","depot-placement/ulysses22_5.dzn","0","","0","","","0","","4096","0:00.05","15924","92%","","88","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","146","0","","","","12","0","","","0:00:00.039029","0"
"107","0","","0.01","0","","","","","","0","0.03","","0","0","18","37","","","1","102","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/ulysses16_4.dzn""","","1578","148","0","depot-placement/ulysses16_4.dzn","0","","0","","","0","","4096","0:00.05","15428","90%","","64","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","102","0","","","","14","8","","","0:00:00.040122","0"
"106","0","","0.01","0","","","","","","0","0.03","","0","0","18","37","","","2","102","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/ulysses16_4.dzn""","","1583","148","0","depot-placement/ulysses16_4.dzn","0","","0","","","0","","4096","0:00.05","15696","92%","","64","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","102","0","","","","12","0","","","0:00:00.038457","0"
"104","0","","0.01","0","","","","","","0","0.03","","0","0","18","37","","","3","102","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/ulysses16_4.dzn""","","1580","148","0","depot-placement/ulysses16_4.dzn","0","","0","","","0","","4096","0:00.05","15680","94%","","64","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","102","0","","","","13","0","","","0:00:00.038070","0"
"105","0","","0.00","0","","","","","","0","0.04","","0","0","18","37","","","4","102","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/ulysses16_4.dzn""","","1582","148","0","depot-placement/ulysses16_4.dzn","0","","0","","","0","","4096","0:00.05","15652","94%","","64","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","102","0","","","","12","0","","","0:00:00.038008","0"
"105","0","","0.01","0","","","","","","0","0.03","","0","0","18","37","","","5","102","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/ulysses16_4.dzn""","","1581","148","0","depot-placement/ulysses16_4.dzn","0","","0","","","0","","4096","0:00.05","15672","94%","","64","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","102","0","","","","12","0","","","0:00:00.037597","0"
"105","0","","0.00","0","","","","","","0","0.04","","0","0","18","37","","","6","102","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/ulysses16_4.dzn""","","1580","148","0","depot-placement/ulysses16_4.dzn","0","","0","","","0","","4096","0:00.05","15676","94%","","64","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","102","0","","","","11","0","","","0:00:00.037663","0"
"105","0","","0.01","0","","","","","","0","0.03","","0","0","18","37","","","7","102","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/ulysses16_4.dzn""","","1579","148","0","depot-placement/ulysses16_4.dzn","0","","0","","","0","","4096","0:00.05","15516","94%","","64","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","102","0","","","","13","0","","","0:00:00.037746","0"
"105","0","","0.00","0","","","","","","0","0.04","","0","0","18","37","","","8","102","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/ulysses16_4.dzn""","","1578","148","0","depot-placement/ulysses16_4.dzn","0","","0","","","0","","4096","0:00.05","15552","94%","","64","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","102","0","","","","11","0","","","0:00:00.037756","0"
"105","0","","0.01","0","","","","","","0","0.03","","0","0","18","37","","","9","102","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/ulysses16_4.dzn""","","1587","148","0","depot-placement/ulysses16_4.dzn","0","","0","","","0","","4096","0:00.05","15868","94%","","64","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","102","0","","","","12","0","","","0:00:00.037910","0"
"105","0","","0.02","0","","","","","","0","0.02","","0","0","18","37","","","10","102","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/ulysses16_4.dzn""","","1581","148","0","depot-placement/ulysses16_4.dzn","0","","0","","","0","","4096","0:00.05","15556","94%","","64","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","102","0","","","","13","0","","","0:00:00.037745","0"
